rec_number	first_author	year	pmid	title	abstract
1560	Shaffer, B M	1963	14065135	Inhibition by existing aggregations of founder differentiation in the cellular slime mould Polysphondylium violaceum.	
3429	Sonneborn, D R	1963	13978227	A mutation affecting both rate and pattern of morphogenesis in Dictyostelium discoideum.	
1411	Sussman, M	1963	13979375	Growth of the cellular slime mold Polysphondylium pallidum in a simple nutrient medium.	
1423	Sussman, R R	1963	13979377	Ploidal inheritance in the slime mould Dictyostelium discoideum: Haploidization and genetic segregation of diploid strains.	
3268	Takeuchi, I	1963	10403824	Immunochemical and immunohistochemical studies on the development of the cellular slime mold Dictyostelium mucoroides.	
1972	White, G J	1963	14000314	Polysaccharides involved in slime-mold development. I. Water-soluble glucose polymer(s).	
1973	White, G J	1963		Polysaccharides involved in slime-mold development. II. Water-soluble acid mucopolysaccharide(s).	
3375	Wright, B	1963	14063854	Endogenous substrate control in biochemical differentiation.	\ Symposium on biochemical bases of morphogenesis in fungi.
3615	Wright, B E	1963	14001936	Endogenous activity and sporulation in slime molds.	
3899	Wright, B E	1963	14001935	Glutamate oxidation in the differentiating slime mold. I. Studies in vivo.	
5233	Wright, B E	1963		Studies on carbohydrate metabolism during differentiation in a slime mold.	Abstract 2534.
508	Banerjee, S D	1964		Subculture of the acrasian Polysphondylium pallidum WS-320 on defined medium.	
4810	Ceccarini, C	1964		Carbohydrate content during development of Dictyostelium discoideum.	abstract G77
285	Davidoff, F	1964	14220732	The metabolism of 9(10)-hydroxystearic acid by the cellular slime mold, Dictyostelium discoideum.	
288	Davidoff, F	1964	14235527	The conversion of long chain saturated fatty acids to their alpha,beta-unsaturated, beta,gamma-unsaturated and beta-hydroxy derivatives by enzymes from the cellular slime mold, Dictyostelium discoideum.	
2711	Francis, D W	1964	14203890	Some studies on phototaxis of Dictyostelium.	
534	Gerisch, G	1964		Die Bildung des Zellverbandes bei Dictyostelium minutum. I. Ubersicht uber die Aggregation und den Funktionswechsel der Zellen	
7448	Gerisch, G	1964		Entwicklung von Dictyostelium	
4912	Gregg, J	1964	14221344	Developmental processes in cellular slime molds.	
4421	Hirschy, R	1964		Light control of macrocyst formation in Dictyostelium.	abstract G276
722	Hohl, H R	1964		Control of sorocarp size in the cellular slime mold Dictyostelium discoideum.	
735	Huffman, D M	1964		Engulfment and anastomosis in the cellular slime molds (Acrasiales).	
3510	Kahn, A J	1964		Some aspects of cell interactions in the development of the slime mold Dictyostelium purpureum.	
3511	Kahn, A J	1964		The influence of light on cell aggregation in Polysphondylium pallidum.	
7027	Kahn, A J	1964		Some aspects of cell interaction in the development of the slime mold, Dictyostelium purpureum.	
2946	Krichevsky, M I	1964	14135552	The uptake and utilization of histidine by washed amoebae in the course of development in Dictyostelium discoideum.	
906	Krichevsky, M R	1964	14247754	Adenine inhibition of the rate of sorocarp formation in Dictyostelium discoideum.	
594	Krivanek, J O	1964		Nucleic acids in the developing slime mold, Dictyostelium discoideum.	
3249	Phillips, W D	1964	14153855	The isolation and identification of polyribosomes from cellular slime molds.	
1742	Shaffer, B M	1964		Intracellular movement and locomotion of cellular slime-mold amoebae.	
1902	Shaffer, B M	1964	14217350	Attraction through air exerted by unaggregated cells on aggregates of the slime mould Polysphondylium violaceum.	
1910	Shaffer, B M	1964		The Acrasina.	
1915	Solomon, E P	1964	14187143	Multiple forms of enzymes in a cellular slime mold during morphogenesis.	
3248	Sonneborn, D	1964	14188709	Serological analyses of cellular slime mold development. 1. Changes in antigenic activity during cell aggregation.	
1213	Staples, S O	1964		The formation and properties of a pigment in the cellular slime mold, Dictyostelium discoideum.	
3247	Sussman, M	1964	14118299	Isolation of diploid strains of Dictyostelium discoideum from haploid population.	
3400	Sussman, M	1964		Growth and Development. Second edition. (Foundations of modern biology series).	
4808	Sussman, M	1964		Timed appearance, release, and disappearance of UDP-galactosyl transglycosylase activity during slime mold morphogenesis.	abstract G79
3246	Sussman, M	1964	14192661	UDP-galactose polysaccharide transferase in the cellular slime mold Dictyostelium discoideum: appearance and disappearance of activity during cell differentiation.	
1974	Whitfield, F E	1964	14222748	The use of proteolytic and other enzymes in the separation of slime mould grex.	
4809	Wright, B	1964		Cellulose synthesis in Dictyostelium discoideum.	abstract G78
3374	Wright, B E	1964		Biochemistry of Acrasiales.	
4489	Wright, B E	1964		The biochemistry of morphogenesis.	
3619	Wright, B E	1964		The effect of exogenous glucose concentration of C-6/C-1 ratio.	
3620	Wright, B E	1964	14138975	Studies in vivo on hexose metabolism in Dictyostelium discoideum.	
3897	Wright, B E	1964	14220735	Pyridine nucleotide levels in Dictyostelium discoideum during differentiation.	
3209	Bonner, J T	1965		Physiology of development in cellular slime molds (Acrasiales).	
5101	Bonner, J T	1965		Size and cycle. An essay on the structure of biology.	
126	Bonner, J T	1965		The relation of sorocarp size to phototaxis in the cellular slime mold Dictyostelium purpureum.	
197	Cavender, J C	1965	14285140	The Acrasieae in nature. I. Isolation.	
198	Cavender, J C	1965	14285141	The Acrasieae in nature. II. Forest soil as a primary habitat.	
199	Cavender, J C	1965	14285142	The Acrasieae in nature. III. Occurrence and distribution in forests of eastern North America.	
2650	Ceccarini, C	1965	5862679	Carbohydrate content during development of the slime mold, Dictyostelium discoideum.	
3454	Cohen, A L	1965		Slime molds.	
7935	Dogma Jr, I J	1965		Cellular slime molds from Philippine soil	
461	Francis, D	1965	5894366	Acrasin and the development of Polysphondylium pallidum.	
528	Gerisch, G	1965		Spezifische Zellkontakte als Mechanismen der tierischen Entwicklung.	
535	Gerisch, G	1965		Dictyostelium discoideum (Acrasina). Aggregation und Bildung des Sporophors.	\ Encyclopaedia Cinematographica, pg. 255-263 (1964). Ed. G. Wolf.
536	Gerisch, G	1965		Stadienspezifische Aggregationmuster bei Dictyostelium discoideum.	
537	Gerisch, G	1965		Eine Mutante von Dictyostelium minutum mit blockierter Zentren grundung.	
5081	Gerisch, G	1965		Dictyostelium minutum (Acrasina). Aggregation.	
5082	Gerisch, G	1965		Dictyostelium purpureum (Acrasina). Aggregation and Bildung des Sporophors.	
5083	Gerisch, G	1965		Dictyostelium purpureum (Acrasina). Vermehrungsphase.	
2751	Gezelius, K	1965	14329960	Alkaline phosphatase in Dictyostelium discoideum.	
612	Gregg, J H	1965	5327934	Regulation in the cellular slime molds.	
712	Hohl, H R	1965		Nature and development of membrane systems in food vacuoles of cellular slime molds predatory upon bacteria.	
2157	Konijn, T M	1965	5894367	Chemotaxis in the cellular slime molds. I. The effect of temperature.	
889	Konijn, T M	1965		The influence of light on the time of cell aggregation in the Dictyosteliaceae.	
2927	Krichevsky, M J	1965	5883135	Efflux of macromolecules from washed Dictyostelium discoideum.	
3517	Krivanek, J O	1965	5890672	Evidence for transaminase activity in the slime mold, Dictyostelium discoideum Raper.	
3541	Olive, L S	1965		A developmental study of Guttulinopsis vulgaris (Acrasiales).	
4537	Rosen, O	1965	14282029	Fate of the cell wall of Salmonella typhimurium upon ingestion by the cellular slime mold: Polysphondylium pallidum.	
1561	Shaffer, B M	1965	14263304	Pseudopodia and intracytoplasmic displacements of the collective amoebae Dictyosteliidae.	
1562	Shaffer, B M	1965	14296280	Cell movement within aggregates of the slime mould Dictyostelium discoideum revealed by surface markers.	
1934	Shaffer, B M	1965	14263318	Antistrophic pseudopodia of the collective amoeba Polysphondylium violaceum.	
2043	Shaffer, B M	1965	5875258	Mechanical control of the manufacture and resorption of cell surface in collective amoebae.	
3245	Sonneborn, D	1965	14276101	Serological analyses of cellular slime mold development II. Preferential loss, during morphogenesis, of antigenic activity associated with the vegetative myxamoebae.	
3242	Sussman, M	1965		Temporal, spatial, and quantitative control of enzyme activity during slime mold cytodifferentiation.	\ Genetic control of differentiation
3244	Sussman, M	1965		Inhibition by actidione of protein synthesis and UDP-Gal polysaccharide transferase accumulation in Dictyostelium discoideum.	
3430	Sussman, M	1965	5318448	Developmental phenomena in microorganisms and in higher forms of life.	
1413	Sussman, M	1965	14281209	Preferential release of the enzyme UDP-galactose polysaccharide transferase during cellular differentiation in the slime mold, Dictyostelium discoideum.	
4584	Sussman, M	1965	5867535	The regulatory program for UDPgalactose polysaccharide transferase activity during slime mold cytodifferentiation: requirement for specific synthesis of ribonucleic acid.	
3595	Takeuchi, I	1965		Cell differentiation and cell sorting in the development of the cellular slime moulds. II. Reconstitution of the migrating slug by separate cells.	Article in Japanese.
3373	Ward, C	1965		Cell wall synthesis in Dictyostelium discoideum. 1. In vitro synthesis from uridine diphosphoglucose.	
2011	Weinkauff, A M	1965	14323052	Factors involved in the formation of macrocysts by the cellular slime mold, Dictyostelium mucoroides.	
2417	Ashworth, J	1966	6008099	Studies on the ribosomes of the cellular slime mold.	
121	Bonner, J T	1966	5907301	A new approach to the problem of aggregation in the cellular slime molds.	
2445	Ceccarini, C	1966	4864931	The biochemical relationship between trehalase and trehalose during growth and differentiation in the cellular slime mold, Dictyostelium discoideum.	
2446	Ceccarini, C	1966	5948146	Trehalase from Dictyostelium discoideum: purification and properties.	
264	Cotter, D A	1966	5339338	Spore germination in Dictyostelium discoideum.	
2663	Fukui, Y	1966		Mutagenesis of drug resistants and isolation of genetic recombinants in the cellular slime mold Dictyostelium discoideum (in Japanese).	
505	Fuller, M S	1966		A preliminary study of the carotenoids in Acrasis rosea.	
538	Gerisch, G	1966		Die Bildung des Zellverbandes bei Dictyostelium minutum. II. Mitteilung analyse der Zentrengrundung an Hand von Filmaufnahmen.	
562	Gerisch, G	1966	6011388	Rhythmik der Zellorientierung und der Bewegungsgeschwindigkeit in chemotaktischen Reaktionssystem von Dictyostelium discoideum.	"Article in German.  English title: ""Rhythm of cell orientation and velocity of movement in the chemotactic reaction system of Dictyostelium discoideum"""
2750	Gezelius, K	1966		Acid phosphatase in Dictyostelium discoideum.	
2755	Goldstone, E M	1966	5912386	Minimal defined media for vegetative growth of the acrasian Polysphondylium pallidum WS-320.	
613	Gregg, J H	1966		Organization and synthesis in the cellular slime molds.	
890	Konijn, T M	1966		The influence of light on the size of aggregations in Dictyostelium discoideum.	
3237	Loomis Jr., WF	1966	4961730	Commitment to the synthesis of a specific enzyme during cellular slime mold development.	
1901	Mitchell	1966		Showed that ethionine in lower concentrations (<10mM?) had the effect of producing fruiting bodies with disproportionately large stalks.	Bioscience Rep.
1243	Pannbacker, R G	1966		RNA metabolism during differentiation in the cellular slime mold.	
2778	Pannbacker, R G	1966		Nucleotide pool and RNA levels during development in Dictyostelium discoideum.	abstract P138
1245	Pannbacker, R G	1966		The effect of actinomycin D on development in the cellular slime mold.	
1477	Reinhardt, D J	1966	4288964	Silica gel as a preserving agent for the cellular slime mold Acrasis rosea.	
3105	Reinhardt, D J	1966		The social amoebae (cellular slime molds).	
7026	Reinhardt, D J	1966		Studies on the mycetozoa: a. Light and the development of Acrasis rosea. b. Echinosteliopsis, a new genus of the mycetozoa.	
7804	Rosen, O M	1966		Purification and properties of fructose 1,6-diphosphatase from Polysphondylium pallidum	
3240	Roth, R	1966	6007986	Trehalose synthesis in the cellular slime mold Dictyostelium discoideum.	
1563	Shaffer, B M	1966	5334159	Inhibition of aggregation of the slime mould Dictyostelium discoideum by a factor diffusing from Escherichia coli.	
2447	Snyder III, H M	1966		Interspecific spore inhibition in the cellular slime moulds.	
3589	Stong, C L	1966	5948080	The amateur scientist. How to cultivate the slime molds and perform experiments on them.	
1396	Sussman, M	1966		Biochemical and genetic methods in the study of cellular slime mold development.	
3238	Sussman, M	1966	4943437	Some genetic and biochemical aspects of the regulatory program for slime mold development.	
3241	Sussman, M	1966	5219688	Protein synthesis and the temporal control of genetic transcription during slime mold development.	
6333	Williams, G C	1966		Adaptation and natural selection.	Dictyostelium on pages 223-225.
3372	Wright, B E	1966	5950275	Multiple causes and controls in differentiation.	
3616	Wright, B E	1966		Control of carbohydrate synthesis in the slime mold.	19th Symp. Fundamental Cancer Res. (1965) (Chair: DN Ward)
3410	Wright, B E	1966	4957206	Cell wall polysaccharide synthesis in vitro catalyzed by an enzyme from slime mold myxamoebae lacking a cell wall.	
3230	Ashworth, J M	1967	6067273	The appearance and disappearance of uridine diphosphate glucose pyrophosphorylase activity during differentiation of the cellular slime mold Dictyostelium discoideum.	
